sequenceID	description	ratio	std	df	tval	pval	seqnames	start	end	width	strand	wormbaseID	publicID	entrezID
T24C4.7	29910 Protein containing a C2H2 type zinc finger domain, which bind nucleic acids, and a retroviral integrase core domain, which are the central catalytic domains that can act as endonucleases T24C4.7	-0.54	0.297154656	20	-1.817148855	0.084	chrIII	889829	895634	5806	-	WBGene00020763	ztf-18	175250
T28C6.3	32849 Protein of unknown function, has weak similarity to C. elegans Y71A12B.A T28C6.3	-0.54	0.157381229	20	-3.431807332	0.003	chrIV	8820341	8821265	925	+	WBGene00012119		189035
T11G6.1	22335 Putative histidyl-tRNA synthetase T11G6.1	-0.54	0.337869445	20	-1.598557336	0.126	chrIV	10858957	10861295	2339	+	WBGene00002001	hars-1	177978
K03A1.2	26128 Protein containing 16 leucine rich repeats and two leucine rich repeat C-terminal cysteine rich domains, has a region of low similarity to a region of insulin-like growth factor binding protein acid-labile subunit (human IGFALS) K03A1.2	-0.54	0.27555192	20	-1.960953812	0.064	chrX	7292138	7296040	3903	+	WBGene00019351	lron-7	180991
F53B3.5	51055 Protein of unknown function F53B3.5	-0.54	0.217817729	19	-2.480973437	0.023	chrX	2872739	2879579	6841	-	WBGene00018743		180578
C52D10.6	32005 Member of the Skp1 family, which are required for targeted protein degradation during the cell cycle, has a region of moderate similarity to a region of S. cerevisiae Skp1p, which is a component of Cbf3 kinetochore and SCF (Skp1p-cullin-F-box) complexes skr-12/C52D10.6	-0.541	0.113512238	19	-4.7618608	0	chrIV	17167249	17168051	803	+	WBGene00004818	skr-12	178496
Y73C8C.3	30372 Protein of unknown function, has high similarity to uncharacterized C. elegans Y73C8C.8 Y73C8C.3	-0.541	0.180181804	19	-3.002052888	0.007	chrV	3115303	3118128	2826	+	WBGene00022262		190660
ZK370.10	48372	-0.541	0.287560627	20	-1.881511383	0.075	chrIII	8736727	8736873	147	-	WBGene00200271		NA
C08E3.12	22908 Protein containing a DUF38 domain of unknown function, has a region of low similarity to a region of C. elegans T07D3.1, which functions in gametogenesis and positive regulation of body size C08E3.12	-0.541	0.293193076	19	-1.845776654	0.081	chrII	1623907	1624672	766	-	WBGene00015604	fbxa-160	182404
Y4C6B.6	49846 Putative ortholog of C. elegans Y4C6B.D gene product Y4C6B.6	-0.541	0.1570729	20	-3.445980372	0.003	chrIV	5344582	5350947	6366	-	WBGene00021160	gba-4	177314
F57A8.2	26714 Protein of unknown function, has moderate similarity to uncharacterized human 54TM F57A8.2	-0.542	0.236068299	20	-2.294618508	0.033	chrV	10050047	10054915	4869	-	WBGene00010178	yif-1	179400
ZK971.1	31949 Protein of unknown function ZK971.1	-0.542	0.183740265	20	-2.948721172	0.008	chrII	10278662	10280166	1505	-	WBGene00014175		174592
K09E4.4	30218 Protein with moderate similarity to alpha-N-acetylglucosaminidase (Sanfilippo disease IIIB, human NAGLU), which catalyzes the stepwise degradation of heparan sulfate and is associated with Sanfilippo syndrome type B upon mutation K09E4.4	-0.542	0.131221007	20	-4.129472905	0.001	chrII	14114213	14122165	7953	-	WBGene00010722		175063
B0273.4	49691 Type 1 transmembrane receptor expressed on the surface of axon growth cones and motile mesodermal cells to guide dorsal-specific movement, member of the immunoglobulin superfamily unc-5/B0273.4	-0.542	0.119356634	20	-4.541386345	0	chrIV	5495664	5528338	32675	-	WBGene00006745	unc-5	177334
B0244.6	22738 Member of the rhodopsin family of G protein-coupled receptors (GPCR) B0244.6	-0.542	0.209569197	19	-2.587475211	0.018	chrIII	5738008	5740471	2464	+	WBGene00015081		181877
F43G9.12	21921	-0.543	0.141180794	20	-3.84323457	0.001	chrI	8640508	8644399	3892	+	WBGene00009672		172662
R03H10.6	26887 Protein containing an OB-fold nucleic acid binding domain, has a region of weak similarity to a region of DNA replication factor A 69kDa subunit (S. cerevisiae Rfa1p), which binds single-stranded DNA R03H10.6	-0.543	0.249389609	20	-2.175932155	0.042	chrII	4171266	4173875	2610	-	WBGene00019858		187558
C49A9.6	23239 Protein of unknown function, has moderate similarity to uncharacterized C. elegans C49A9.9 C49A9.6	-0.543	0.166671954	20	-3.256473958	0.004	chrIV	6210936	6213181	2246	+	WBGene00016760		177381
B0511.6	30083 Member of the DEAD or DEAH box ATP-dependent RNA helicase family, contains a helicase conserved C-terminal domain, has low similarity to S. cerevisiae Rrp3p, which is a helicase required for maturation of pre-rRNA B0511.6	-0.543	0.304636664	20	-1.781893485	0.09	chrI	10625388	10628387	3000	+	WBGene00015232		172954
F42G8.3	30539 Mitogen-activated protein kinase that may be involved in response to osmotic and other cellular stresses pmk-2/F42G8.3	-0.543	0.09342014	20	-5.813362882	0	chrIV	8143500	8148653	5154	+	WBGene00004056	pmk-2	177611
C34E7.1	51503 Protein of unknown function, has weak similarity to human KIAA0181, a CAG repeat-containing protein (Hs.159613) C34E7.1	-0.543	0.186978155	19	-2.904949676	0.009	chrX	12907825	12920260	12436	+	WBGene00004108	pqn-18	181425
ZK287.1	25068 Protein with weak similarity to C. elegans B0244.8 ZK287.1	-0.543	0.238180199	20	-2.280852021	0.034	chrV	9666700	9670050	3351	+	WBGene00013962		179356
K07B1.5	28863 Protein of unknown function, has moderate similarity to uncharacterized human KIAA0205 K07B1.5	-0.543	0.310316142	20	-1.751283423	0.095	chrV	9327142	9333631	6490	-	WBGene00019465	acl-14	179313
R12B2.4	26356 Coiled coil protein structurally related to H. sapiens Nuf2 and S. pombe Nuf2, component of the kinetochore him-10/NUF2/R12B2.4	-0.543	0.295888541	19	-1.836710032	0.082	chrIII	5803260	5805112	1853	+	WBGene00001869	him-10	175813
C02C2.4	23332 Protein with similarity to human and D. melanogaster sodium-dependent inorganic phosphate cotransporters, member of the major facilitator superfamily C02C2.4	-0.543	0.182384249	20	-2.979798983	0.007	chrIII	7862583	7865306	2724	-	WBGene00015333	slc-17.3	182107
T11B7.3	25447 Protein containing two collagen triple helix repeats and one nematode cuticle collagen N-terminal domain, has moderate similarity to a region of C. elegans BLI-1, which is a putative collagen involved in embryogenesis and morphogenesis and chemotaxis T11B7.3	-0.545	0.25220587	20	-2.159015766	0.043	chrIV	8848182	8849673	1492	+	WBGene00000692	col-118	177699
K02G10.8	33466 Protein with high similarity to cysteine string protein (rat Csp), which is a highly fatty acylated chaperone protein that stimulates rat Hsc70 ATPase activity and is involved in exocytosis regulation, contains a DnaJ domain, which act in protein folding K02G10.8	-0.545	0.178336017	20	-3.057097451	0.006	chrX	4709741	4711748	2008	-	WBGene00001032	dnj-14	180746
D1081.2	48817 Protein containing one SRF-type transcription factor (DNA-binding and dimerisation domain) domain, which are involved in transcriptional regulation, has a region of high similarity to a region of serum response factor (human SRF) D1081.2	-0.545	0.229922735	20	-2.371269955	0.028	chrI	8460209	8463018	2810	+	WBGene00006844	unc-120	172636
F53E2.1	53857	-0.546	0.152130734	20	-3.586123717	0.002	chrV	1467744	1471105	3362	+	WBGene00018757	tag-304	178639
F23F12.4	24435 Member of the F-box domain protein family F23F12.4	-0.546	0.249785357	19	-2.187004233	0.041	chrIII	6498476	6500023	1548	+	WBGene00017752	sdz-15	184905
SSSD1.1	25200 Protein containing three immunoglobulin (Ig) domains and a fibronectin type III domain, which are involved in cell surface binding, has a region of weak similarity to a region of plasmacytoma-associated neuronal glycoprotein (rat Pang) SSSD1.1	-0.547	0.369591423	20	-1.479668926	0.155	chrX	6379484	6391591	12108	-	WBGene00020130	igcm-2	180913
F10E7.3	33214 Protein with strong similarity to C. elegans C27H5.4 gene product F10E7.3	-0.547	0.157042	20	-3.482994394	0.002	chrII	7124644	7125929	1286	+	WBGene00017345		NA
C45G3.1	23778 Protein containing two IQ calmodulin-binding domains C45G3.1	-0.547	0.292093116	19	-1.872628385	0.077	chrI	9221816	9226390	4575	-	WBGene00008107	aspm-1	172746
F27D4.6	24523 Protein of unknown function F27D4.6	-0.547	0.142562139	20	-3.838689888	0.001	chrI	7731121	7737995	6875	+	WBGene00009190		172540
DY3.4	28140 Member of the reverse transcriptase family, which are RNA-dependent DNA polymerases CeTERT/DY3.4	-0.548	0.109549082	20	-4.997759829	0	chrI	8765746	8771251	5506	+	WBGene00006618	trt-1	172688
C37A5.2	33085 Protein of unknown function, has very strong similarity to uncharacterized C. elegans C37A5.4 C37A5.2	-0.548	0.19068103	20	-2.871406958	0.009	chrI	14155470	14156336	867	+	WBGene00007989	fipr-22	259409
K04G11.5	49472 Member of the inward rectifier potassium channel family, which are involved in shaping neuronal excitability, has low similarity to K+ inwardly-rectifying channel subfamily J member 14 (Kir2.4, rat Rn.14528), which has low affinities for Ba2+ and Cs+ irk-3/K04G11.5	-0.548	0.066378817	20	-8.248930119	0	chrX	14353290	14370414	17125	-	WBGene00002151	irk-3	191696
F48F7.6	21950	-0.548	0.151470613	19	-3.615917345	0.002	chrX	13977829	13979031	1203	+	WBGene00009851		181507
F01G10.8	21680 A divergent member of the Smad family of small signaling molecules involved in dauer larva regulation and several additional processes daf-14/F01G10.8	-0.548	0.113481447	20	-4.828718049	0	chrIV	10250628	10255852	5225	+	WBGene00000910	daf-14	177908
K08D10.10	29595 Protein of unknown function, has high similarity to uncharacterized C. elegans R07C12.1 K08D10.10	-0.548	0.13903877	20	-3.942295553	0.001	chrIV	4154040	4154915	876	+	WBGene00019533		187154
F54D10.9	29736 Protein of unknown function, has moderate similarity to C. elegans C04G6.2 F54D10.9	-0.548	0.399982864	18	-1.370544131	0.187	chrII	3829584	3832483	2900	-	WBGene00018810		186236
K07F5.7	48328 Protein containing a major sperm protein (MSP) domain, which are involved in sperm motility, has high similarity to uncharacterized C. elegans C25D7.1 K07F5.7	-0.548	0.311051949	20	-1.762849492	0.093	chrIV	9847724	9848175	452	-	WBGene00010635		187118
K06A5.4	26181 Protein of unknown function K06A5.4	-0.548	0.292578245	20	-1.874642641	0.076	chrI	6460433	6464286	3854	+	WBGene00019432	knl-2	172350
F08C6.4	27119 Protein with high similarity to erythrocyte membrane protein band 7.2 (stomatin, human EPB72), which may participate in ion channel permeability and mechanoreception and may be associated with stomatocytosis, member of the SPFH domain or Band 7 family sto-1/F08C6.4	-0.549	0.266931189	20	-2.057883177	0.053	chrX	7562831	7564812	1982	+	WBGene00006063	sto-1	181017
F21D9.6	51505 Protein containing an F-box domain, which serve as a link between a target protein and a ubiquitin-conjugating enzyme, has low similarity to uncharacterized C. elegans T26H2.2 F21D9.6	-0.549	0.188432022	20	-2.915550148	0.009	chrV	19242878	19244988	2111	+	WBGene00009020		NA
F16B4.7	48939 Protein of unknown function F16B4.7	-0.55	0.114796274	20	-4.788848737	0	chrV	1585711	1586089	379	+	WBGene00017509		178646
F32E10.6	24627 Protein containing a Chromo domain, which bind chromatin, has moderate similarity to uncharacterized C. elegans F32E10.2 F32E10.6	-0.55	0.204644326	20	-2.686374493	0.014	chrIV	7578493	7580304	1812	-	WBGene00017993	cec-5	177537
M03F4.3	26818 Member of the rhodopsin family of G protein-coupled receptors (GPCR), has low similarity to 5-hydroxytryptamine (serotonin) 1A receptor (mouse Htr1a), which inhibits adenylyl cyclase and plays a role in anxiety, aggression, sleep and feeding behavior M03F4.3	-0.55	0.129026039	20	-4.262143477	0	chrX	4948049	4955358	7310	+	WBGene00006475	tyra-3	187427
F45B8.4	52037 Putative zinc-finger transcription factor required for the proper expression of mec-4 and mec-7 pag-3/F45B8.4	-0.55	0.180193048	19	-3.051902613	0.007	chrX	14950752	14954647	3896	-	WBGene00003909	pag-3	181588
ZK792.1	26440 Protein of unknown function, contains a histidine acid phosphatase signature domain, has similarity over a region of the C-terminus to S. cerevisiae Aut2p ZK792.1	-0.55	0.321287898	17	-1.711892292	0.105	chrIV	11659800	11665203	5404	+	WBGene00014076		178100
K09F5.5	28881 Protein containing a SET domain, has a region of moderate similarity to a region of S. cerevisiae Set2p, which is a histone methyltransferase specific for lysine 36 of histone H3 and is involved in repression K09F5.5	-0.55	0.069756146	20	-7.885301814	0	chrX	7733331	7736277	2947	-	WBGene00019584	set-12	187229
F20D1.6	21776 Protein with weak similarity to RAB3 GTPase-activating protein (human RAB3GAP), which is a GTPase-activating protein that may be involved in calcium-dependent exocytosis of synaptic vesicles F20D1.6	-0.55	0.098180258	19	-5.602656876	0	chrX	14983533	14987376	3844	+	WBGene00004317	rbg-1	181595
ZK455.8	25102 Member of the sugar (and other) transporter family, has low similarity to human SLC22A5, which is a sodium-dependent carnitine transporter that provides carnitine for fatty acid beta-oxidation ZK455.8	-0.55	0.144647409	20	-3.803292963	0.001	chrX	11346455	11350244	3790	+	WBGene00003843	oct-2	181325
F38B6.6	24760 Protein containing six TPR (tetratrico peptide repeat) domains, has a region of weak similarity to a region of O-linked N-acetylglucosamine transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyltransferase, rat Ogt) F38B6.6	-0.55	0.172732939	19	-3.186138231	0.005	chrX	6684390	6690085	5696	-	WBGene00018175		185454
C27A12.6	23614 Member of the TRIAD family of zinc finger proteins C27A12.6	-0.551	0.291636645	20	-1.889626785	0.073	chrI	6053785	6055821	2037	-	WBGene00016156	ari-1.3	172282
M88.6	26857 Protein containing twenty leucine rich repeats, which mediate protein-protein interactions, has a region of low similarity to a region of insulin-like growth factor binding protein acid-labile subunit (rat Igfals) M88.6	-0.551	0.208095927	20	-2.649204877	0.015	chrIII	4562738	4566282	3545	+	WBGene00003915	pan-1	175596
T07C4.2	48608 Member of the T-box protein family tbx-8/T07C4.2	-0.551	0.175448186	20	-3.143083945	0.005	chrIII	10347575	10349740	2166	+	WBGene00006545	tbx-8	176450
K02E7.9	26105 Protein containing one BTB (BR-C, ttk and babor) or POZ (Pox virus and zinc finger) domain, which are found in some DNA and actin binding proteins and may mediate protein-protein interactions, has strong similarity to uncharacterized C. elegans M01D1.3 K02E7.9	-0.552	0.148843251	20	-3.706196367	0.001	chrII	1059662	1060802	1141	-	WBGene00019313	btb-10	173489
T27E4.3	53363	-0.552	0.246808151	20	-2.235372795	0.037	chrV	9088131	9088617	487	+	WBGene00002019	hsp-16.48	179287
C24G7.2	27828 Member of the amiloride-sensitive sodium channel family, has similarity to human and D. melanogaster amiloride-sensitive cation channels C24G7.2	-0.552	0.319467644	20	-1.728726849	0.099	chrI	4103698	4108167	4470	+	WBGene00016064	acd-1	182852
T12B5.7	32684 Member of an uncharacterized protein family T12B5.7	-0.552	0.11700183	20	-4.721091113	0	chrIII	937302	938061	760	-	WBGene00020454	fbxa-56	188446
T10H10.3	29240 Protein containing two WW domains, which bind proline-rich peptide epitopes T10H10.3	-0.553	0.065490165	20	-8.439758976	0	chrX	2283998	2287197	3200	-	WBGene00020427	sav-1	188402
R06F6.5	49271 Protein of unknown function, has weak similarity to C. elegans T24B8.4 R06F6.5	-0.553	0.19686113	19	-2.810187402	0.011	chrII	10796646	10798479	1834	-	WBGene00003805	npp-19	174663
F45D3.4	31301 Protein of unknown function, has high similarity to uncharacterized C. elegans F45D3.3 F45D3.4	-0.553	0.15562159	20	-3.5566022	0.002	chrV	12552175	12553301	1127	-	WBGene00009724		179718
F58A4.4	21248 Putative DNA polymerase alpha primase subunit D F58A4.4	-0.554	0.249622252	19	-2.217454863	0.039	chrIII	9612254	9614281	2028	-	WBGene00004180	pri-1	176358
ZK666.6	25146 Member of the C-type lectin protein family ZK666.6	-0.554	0.247776109	20	-2.234248058	0.037	chrII	10480043	10481873	1831	-	WBGene00014046	clec-60	191384
T03G11.4	25264 Member of the glycosyl hydrolase 47 family of alpha-mannosidases, which hydrolyze terminal mannose residues, has moderate similarity to alpha1,2-mannosidase IB (Golgi alpha mannosidase IB, mouse Man1b), which functions in N-glycan maturation T03G11.4	-0.554	0.155544952	19	-3.561120301	0.002	chrX	5165395	5168783	3389	+	WBGene00020197	mans-3	180787
M02A10.1	31626	-0.554	0.469903169	19	-1.179893542	0.253	chrX	706817	707681	865	+	WBGene00019722		187392
Y66H1A.5	49459 Protein of unknown function Y66H1A.5	-0.554	0.247840325	20	-2.23715599	0.037	chrIV	427108	429133	2026	-	WBGene00022047		176871
T10E9.2	25428 Protein of unknown function T10E9.2	-0.555	0.10539496	19	-5.262765247	0	chrI	6542090	6544966	2877	+	WBGene00020412		172365
R09E10.7	26977 Protein of unknown function R09E10.7	-0.555	0.179042548	20	-3.098338486	0.006	chrIV	10286955	10293013	6059	+	WBGene00004140	ebax-1	177915
C25A1.5	23595 Protein with low similarity to S. cerevisiae Scs7p, which is a ceramide hydroxylase that hydroxylates the C-26 fatty-acyl moiety of inositol-phosphorylceramide C25A1.5	-0.555	0.244193048	20	-2.271771738	0.034	chrI	10177175	10178922	1748	+	WBGene00007707	fath-1	172882
